season,station_number,valid_15z_date,MinT
Autumn 2016,23090,2016-04-14,11.6
Autumn 2016,86338,2016-04-14,11.6
Autumn 2016,14015,2016-04-14,23.4
Autumn 2016,70351,2016-04-14,9.7
Autumn 2016,40913,2016-04-14,18.8
Autumn 2016,94029,2016-04-14,8.8
Autumn 2016,9225,2016-04-14,13.9
Autumn 2016,66062,2016-04-15,16.5
Autumn 2016,23090,2016-04-15,11.9
Autumn 2016,86338,2016-04-15,13.4
Autumn 2016,14015,2016-04-15,25.5
Autumn 2016,70351,2016-04-15,6.9
Autumn 2016,40913,2016-04-15,16.8
Autumn 2016,94029,2016-04-15,12.0
Autumn 2016,9225,2016-04-15,13.9
Autumn 2016,66062,2016-04-16,16.6
Autumn 2016,23090,2016-04-16,11.9
Autumn 2016,86338,2016-04-16,14.0
Autumn 2016,14015,2016-04-16,24.5
Autumn 2016,70351,2016-04-16,10.2
Autumn 2016,40913,2016-04-16,15.9
Autumn 2016,94029,2016-04-16,11.4
Autumn 2016,9225,2016-04-16,18.0
Autumn 2016,66062,2016-04-17,19.1
Autumn 2016,23090,2016-04-17,11.9
Autumn 2016,86338,2016-04-17,13.1
Autumn 2016,14015,2016-04-17,25.8
Autumn 2016,70351,2016-04-17,9.5
Autumn 2016,40913,2016-04-17,17.6
Autumn 2016,94029,2016-04-17,5.8
Autumn 2016,9225,2016-04-17,17.8
Autumn 2016,66062,2016-04-18,15.1
Autumn 2016,23090,2016-04-18,7.8
Autumn 2016,86338,2016-04-18,9.8
Autumn 2016,14015,2016-04-18,25.0
Autumn 2016,70351,2016-04-18,5.7
Autumn 2016,40913,2016-04-18,17.6
Autumn 2016,94029,2016-04-18,7.2
Autumn 2016,9225,2016-04-18,15.5
Autumn 2016,66062,2016-04-19,16.9
Autumn 2016,23090,2016-04-19,12.0
Autumn 2016,86338,2016-04-19,13.6
Autumn 2016,14015,2016-04-19,25.5
Autumn 2016,70351,2016-04-19,4.8
Autumn 2016,40913,2016-04-19,17.7
Autumn 2016,94029,2016-04-19,12.8
Autumn 2016,9225,2016-04-19,15.4
Autumn 2016,66062,2016-04-20,16.7
Autumn 2016,23090,2016-04-20,18.2
Autumn 2016,86338,2016-04-20,15.3
Autumn 2016,14015,2016-04-20,25.4
Autumn 2016,70351,2016-04-20,7.2
Autumn 2016,40913,2016-04-20,17.2
Autumn 2016,94029,2016-04-20,10.6
Autumn 2016,9225,2016-04-20,13.0
Autumn 2016,66062,2016-04-21,17.3
Autumn 2016,23090,2016-04-21,16.0
Autumn 2016,86338,2016-04-21,17.1
Autumn 2016,14015,2016-04-21,24.9
Autumn 2016,70351,2016-04-21,8.2
Autumn 2016,40913,2016-04-21,17.9
Autumn 2016,94029,2016-04-21,14.7
Autumn 2016,9225,2016-04-21,12.4
Autumn 2016,66062,2016-04-22,17.1
Autumn 2016,23090,2016-04-22,12.7
Autumn 2016,86338,2016-04-22,14.6
Autumn 2016,14015,2016-04-22,24.9
Autumn 2016,70351,2016-04-22,12.5
Autumn 2016,40913,2016-04-22,18.5
Autumn 2016,94029,2016-04-22,6.0
Autumn 2016,9225,2016-04-22,14.6
Autumn 2016,66062,2016-04-23,16.2
Autumn 2016,23090,2016-04-23,9.1
Autumn 2016,86338,2016-04-23,12.3
Autumn 2016,14015,2016-04-23,24.9
Autumn 2016,70351,2016-04-23,9.2
Autumn 2016,40913,2016-04-23,19.1
Autumn 2016,94029,2016-04-23,7.9
Autumn 2016,9225,2016-04-23,17.0
Autumn 2016,66062,2016-04-24,15.3
Autumn 2016,23090,2016-04-24,10.3
Autumn 2016,86338,2016-04-24,9.1
Autumn 2016,14015,2016-04-24,23.9
Autumn 2016,70351,2016-04-24,5.7
Autumn 2016,40913,2016-04-24,18.6
Autumn 2016,94029,2016-04-24,8.5
Autumn 2016,9225,2016-04-24,15.9
Autumn 2016,66062,2016-04-25,13.1
Autumn 2016,23090,2016-04-25,9.1
Autumn 2016,86338,2016-04-25,9.9
Autumn 2016,14015,2016-04-25,23.7
Autumn 2016,70351,2016-04-25,3.9
Autumn 2016,40913,2016-04-25,16.7
Autumn 2016,94029,2016-04-25,7.4
Autumn 2016,9225,2016-04-25,18.8
Autumn 2016,66062,2016-04-26,14.2
Autumn 2016,23090,2016-04-26,12.8
Autumn 2016,86338,2016-04-26,11.3
Autumn 2016,14015,2016-04-26,23.3
Autumn 2016,70351,2016-04-26,1.4
Autumn 2016,40913,2016-04-26,17.2
Autumn 2016,94029,2016-04-26,11.1
Autumn 2016,9225,2016-04-26,18.2
Autumn 2016,66062,2016-04-27,15.3
Autumn 2016,23090,2016-04-27,19.9
Autumn 2016,86338,2016-04-27,13.0
Autumn 2016,14015,2016-04-27,25.4
Autumn 2016,70351,2016-04-27,2.2
Autumn 2016,40913,2016-04-27,17.5
Autumn 2016,94029,2016-04-27,13.9
Autumn 2016,9225,2016-04-27,10.1
Autumn 2016,66062,2016-04-28,15.7
Autumn 2016,23090,2016-04-28,16.4
Autumn 2016,86338,2016-04-28,20.4
Autumn 2016,14015,2016-04-28,24.7
Autumn 2016,70351,2016-04-28,5.4
Autumn 2016,40913,2016-04-28,17.3
Autumn 2016,94029,2016-04-28,14.9
Autumn 2016,9225,2016-04-28,10.8
Autumn 2016,66062,2016-04-29,16.0
Autumn 2016,23090,2016-04-29,16.5
Autumn 2016,86338,2016-04-29,16.9
Autumn 2016,14015,2016-04-29,26.8
Autumn 2016,70351,2016-04-29,8.7
Autumn 2016,40913,2016-04-29,17.3
Autumn 2016,94029,2016-04-29,12.8
Autumn 2016,9225,2016-04-29,13.0
Autumn 2016,66062,2016-04-30,19.0
Autumn 2016,23090,2016-04-30,12.4
Autumn 2016,86338,2016-04-30,16.4
Autumn 2016,14015,2016-04-30,25.2
Autumn 2016,70351,2016-04-30,15.3
Autumn 2016,40913,2016-04-30,19.9
Autumn 2016,94029,2016-04-30,10.7
Autumn 2016,9225,2016-04-30,12.4
Autumn 2016,66062,2016-05-01,18.1
Autumn 2016,23090,2016-05-01,12.9
Autumn 2016,86338,2016-05-01,14.4
Autumn 2016,14015,2016-05-01,23.9
Autumn 2016,70351,2016-05-01,10.0
Autumn 2016,40913,2016-05-01,21.9
Autumn 2016,94029,2016-05-01,12.6
Autumn 2016,9225,2016-05-01,12.8
Autumn 2016,66062,2016-05-02,13.9
Autumn 2016,23090,2016-05-02,12.4
Autumn 2016,86338,2016-05-02,9.0
Autumn 2016,14015,2016-05-02,25.8
Autumn 2016,70351,2016-05-02,4.6
Autumn 2016,40913,2016-05-02,19.3
Autumn 2016,94029,2016-05-02,9.4
Autumn 2016,9225,2016-05-02,9.9
Autumn 2016,66062,2016-05-03,12.8
Autumn 2016,23090,2016-05-03,14.4
Autumn 2016,86338,2016-05-03,14.3
Autumn 2016,14015,2016-05-03,24.8
Autumn 2016,70351,2016-05-03,6.2
Autumn 2016,40913,2016-05-03,19.2
Autumn 2016,94029,2016-05-03,12.3
Autumn 2016,9225,2016-05-03,9.7
Autumn 2016,66062,2016-05-04,16.6
Autumn 2016,23090,2016-05-04,11.1
Autumn 2016,86338,2016-05-04,9.8
Autumn 2016,14015,2016-05-04,25.2
Autumn 2016,70351,2016-05-04,11.7
Autumn 2016,40913,2016-05-04,17.4
Autumn 2016,94029,2016-05-04,5.7
Autumn 2016,9225,2016-05-04,11.2
Autumn 2016,66062,2016-05-05,13.5
Autumn 2016,23090,2016-05-05,12.9
Autumn 2016,86338,2016-05-05,13.3
Autumn 2016,14015,2016-05-05,25.0
Autumn 2016,70351,2016-05-05,0.2
Autumn 2016,40913,2016-05-05,16.0
Autumn 2016,94029,2016-05-05,12.3
Autumn 2016,9225,2016-05-05,11.6
Autumn 2016,66062,2016-05-06,14.0
Autumn 2016,23090,2016-05-06,12.1
Autumn 2016,86338,2016-05-06,15.9
Autumn 2016,14015,2016-05-06,25.8
Autumn 2016,70351,2016-05-06,1.3
Autumn 2016,40913,2016-05-06,16.4
Autumn 2016,94029,2016-05-06,13.1
Autumn 2016,9225,2016-05-06,13.2
Autumn 2016,66062,2016-05-07,12.4
Autumn 2016,23090,2016-05-07,12.0
Autumn 2016,86338,2016-05-07,11.4
Autumn 2016,14015,2016-05-07,25.8
Autumn 2016,70351,2016-05-07,1.4
Autumn 2016,40913,2016-05-07,17.1
Autumn 2016,94029,2016-05-07,9.7
Autumn 2016,9225,2016-05-07,12.4
Autumn 2016,66062,2016-05-08,16.7
Autumn 2016,23090,2016-05-08,16.8
Autumn 2016,86338,2016-05-08,15.4
Autumn 2016,14015,2016-05-08,25.6
Autumn 2016,70351,2016-05-08,10.5
Autumn 2016,40913,2016-05-08,16.1
Autumn 2016,94029,2016-05-08,10.2
Autumn 2016,9225,2016-05-08,4.6
Autumn 2016,66062,2016-05-09,18.0
Autumn 2016,23090,2016-05-09,13.1
Autumn 2016,86338,2016-05-09,18.1
Autumn 2016,14015,2016-05-09,25.8
Autumn 2016,70351,2016-05-09,14.0
Autumn 2016,40913,2016-05-09,18.1
Autumn 2016,94029,2016-05-09,13.3
Autumn 2016,9225,2016-05-09,5.0
Autumn 2016,66062,2016-05-10,17.3
Autumn 2016,23090,2016-05-10,14.1
Autumn 2016,86338,2016-05-10,14.0
Autumn 2016,14015,2016-05-10,24.5
Autumn 2016,70351,2016-05-10,12.1
Autumn 2016,40913,2016-05-10,21.0
Autumn 2016,94029,2016-05-10,12.0
Autumn 2016,9225,2016-05-10,7.0
Autumn 2016,66062,2016-05-11,12.6
Autumn 2016,23090,2016-05-11,13.3
Autumn 2016,86338,2016-05-11,12.2
Autumn 2016,14015,2016-05-11,25.8
Autumn 2016,70351,2016-05-11,7.2
Autumn 2016,40913,2016-05-11,18.6
Autumn 2016,94029,2016-05-11,5.1
Autumn 2016,9225,2016-05-11,7.3
Autumn 2016,66062,2016-05-12,13.7
Autumn 2016,23090,2016-05-12,15.3
Autumn 2016,86338,2016-05-12,14.9
Autumn 2016,14015,2016-05-12,21.8
Autumn 2016,70351,2016-05-12,8.8
Autumn 2016,40913,2016-05-12,9.3
Autumn 2016,94029,2016-05-12,10.6
Autumn 2016,9225,2016-05-12,6.0
Autumn 2016,66062,2016-05-13,13.9
Autumn 2016,23090,2016-05-13,10.6
Autumn 2016,86338,2016-05-13,15.9
Autumn 2016,14015,2016-05-13,23.1
Autumn 2016,70351,2016-05-13,
Autumn 2016,40913,2016-05-13,12.0
Autumn 2016,94029,2016-05-13,14.0
Autumn 2016,9225,2016-05-13,10.5
Autumn 2016,66062,2016-05-14,12.4
Autumn 2016,23090,2016-05-14,11.1
Autumn 2016,86338,2016-05-14,14.5
Autumn 2016,14015,2016-05-14,25.0
Autumn 2016,70351,2016-05-14,
Autumn 2016,40913,2016-05-14,14.7
Autumn 2016,94029,2016-05-14,14.1
Autumn 2016,9225,2016-05-14,13.9
Autumn 2016,66062,2016-05-15,13.2
Autumn 2016,23090,2016-05-15,13.2
Autumn 2016,86338,2016-05-15,15.0
Autumn 2016,14015,2016-05-15,25.0
Autumn 2016,70351,2016-05-15,
Autumn 2016,40913,2016-05-15,13.6
Autumn 2016,94029,2016-05-15,14.2
Autumn 2016,9225,2016-05-15,10.2
Autumn 2016,66062,2016-05-16,13.6
Autumn 2016,23090,2016-05-16,10.1
Autumn 2016,86338,2016-05-16,7.7
Autumn 2016,14015,2016-05-16,24.1
Autumn 2016,70351,2016-05-16,
Autumn 2016,40913,2016-05-16,13.1
Autumn 2016,94029,2016-05-16,7.6
Autumn 2016,9225,2016-05-16,9.4
Autumn 2016,66062,2016-05-17,16.5
Autumn 2016,23090,2016-05-17,14.6
Autumn 2016,86338,2016-05-17,14.6
Autumn 2016,14015,2016-05-17,24.8
Autumn 2016,70351,2016-05-17,
Autumn 2016,40913,2016-05-17,14.6
Autumn 2016,94029,2016-05-17,9.7
Autumn 2016,9225,2016-05-17,8.9
Autumn 2016,66062,2016-05-18,12.7
Autumn 2016,23090,2016-05-18,9.1
Autumn 2016,86338,2016-05-18,13.0
Autumn 2016,14015,2016-05-18,25.0
Autumn 2016,70351,2016-05-18,
Autumn 2016,40913,2016-05-18,14.3
Autumn 2016,94029,2016-05-18,10.7
Autumn 2016,9225,2016-05-18,12.5
Autumn 2016,66062,2016-05-19,11.9
Autumn 2016,23090,2016-05-19,13.0
Autumn 2016,86338,2016-05-19,14.6
Autumn 2016,14015,2016-05-19,24.8
Autumn 2016,70351,2016-05-19,
Autumn 2016,40913,2016-05-19,15.8
Autumn 2016,94029,2016-05-19,11.0
Autumn 2016,9225,2016-05-19,13.1
Autumn 2016,66062,2016-05-20,12.8
Autumn 2016,23090,2016-05-20,14.0
Autumn 2016,86338,2016-05-20,11.6
Autumn 2016,14015,2016-05-20,
Autumn 2016,70351,2016-05-20,
Autumn 2016,40913,2016-05-20,13.0
Autumn 2016,94029,2016-05-20,6.6
Autumn 2016,9225,2016-05-20,9.1
Autumn 2016,66062,2016-05-21,13.6
Autumn 2016,23090,2016-05-21,13.9
Autumn 2016,86338,2016-05-21,8.1
Autumn 2016,14015,2016-05-21,22.5
Autumn 2016,70351,2016-05-21,
Autumn 2016,40913,2016-05-21,14.9
Autumn 2016,94029,2016-05-21,6.7
Autumn 2016,9225,2016-05-21,15.1
Autumn 2016,66062,2016-05-22,14.5
Autumn 2016,23090,2016-05-22,17.8
Autumn 2016,86338,2016-05-22,9.2
Autumn 2016,14015,2016-05-22,24.9
Autumn 2016,70351,2016-05-22,
Autumn 2016,40913,2016-05-22,17.6
Autumn 2016,94029,2016-05-22,7.9
Autumn 2016,9225,2016-05-22,10.5
Autumn 2016,66062,2016-05-23,15.2
Autumn 2016,23090,2016-05-23,10.8
Autumn 2016,86338,2016-05-23,12.8
Autumn 2016,14015,2016-05-23,25.9
Autumn 2016,70351,2016-05-23,
Autumn 2016,40913,2016-05-23,14.7
Autumn 2016,94029,2016-05-23,10.5
Autumn 2016,9225,2016-05-23,10.6
Autumn 2016,66062,2016-05-24,12.1
Autumn 2016,23090,2016-05-24,10.6
Autumn 2016,86338,2016-05-24,10.7
Autumn 2016,14015,2016-05-24,24.1
Autumn 2016,70351,2016-05-24,
Autumn 2016,40913,2016-05-24,15.6
Autumn 2016,94029,2016-05-24,6.4
Autumn 2016,9225,2016-05-24,15.7
Autumn 2016,66062,2016-05-25,10.4
Autumn 2016,23090,2016-05-25,11.2
Autumn 2016,86338,2016-05-25,7.6
Autumn 2016,14015,2016-05-25,24.6
Autumn 2016,70351,2016-05-25,
Autumn 2016,40913,2016-05-25,11.7
Autumn 2016,94029,2016-05-25,2.4
Autumn 2016,9225,2016-05-25,10.1
Autumn 2016,66062,2016-05-26,13.1
Autumn 2016,23090,2016-05-26,11.4
Autumn 2016,86338,2016-05-26,10.3
Autumn 2016,14015,2016-05-26,25.1
Autumn 2016,70351,2016-05-26,
Autumn 2016,40913,2016-05-26,9.6
Autumn 2016,94029,2016-05-26,6.8
Autumn 2016,9225,2016-05-26,12.9
Autumn 2016,66062,2016-05-27,12.8
Autumn 2016,23090,2016-05-27,10.2
Autumn 2016,86338,2016-05-27,9.2
Autumn 2016,14015,2016-05-27,24.1
Autumn 2016,70351,2016-05-27,
Autumn 2016,40913,2016-05-27,18.2
Autumn 2016,94029,2016-05-27,9.8
Autumn 2016,9225,2016-05-27,7.0
Autumn 2016,66062,2016-05-28,9.8
Autumn 2016,23090,2016-05-28,9.1
Autumn 2016,86338,2016-05-28,5.7
Autumn 2016,14015,2016-05-28,24.8
Autumn 2016,70351,2016-05-28,
Autumn 2016,40913,2016-05-28,11.2
Autumn 2016,94029,2016-05-28,3.9
Autumn 2016,9225,2016-05-28,12.8
Autumn 2016,66062,2016-05-29,9.2
Autumn 2016,23090,2016-05-29,8.9
Autumn 2016,86338,2016-05-29,10.2
Autumn 2016,14015,2016-05-29,24.6
Autumn 2016,70351,2016-05-29,
Autumn 2016,40913,2016-05-29,11.9
Autumn 2016,94029,2016-05-29,6.6
Autumn 2016,9225,2016-05-29,11.0
Autumn 2016,66062,2016-05-30,7.3
Autumn 2016,23090,2016-05-30,11.8
Autumn 2016,86338,2016-05-30,7.2
Autumn 2016,14015,2016-05-30,24.5
Autumn 2016,70351,2016-05-30,
Autumn 2016,40913,2016-05-30,9.6
Autumn 2016,94029,2016-05-30,5.9
Autumn 2016,9225,2016-05-30,7.3
Autumn 2016,66062,2016-05-31,8.7
Autumn 2016,23090,2016-05-31,14.2
Autumn 2016,86338,2016-05-31,3.6
Autumn 2016,14015,2016-05-31,
Autumn 2016,70351,2016-05-31,
Autumn 2016,40913,2016-05-31,11.3
Autumn 2016,94029,2016-05-31,1.8
Autumn 2016,9225,2016-05-31,5.0
