season,station_number,valid_15z_date,MinT
Spring 2015,14015,2015-11-14,26.5
Spring 2015,70351,2015-11-14,11.6
Spring 2015,40913,2015-11-14,19.8
Spring 2015,94029,2015-11-14,11.3
Spring 2015,9225,2015-11-14,22.2
Spring 2015,66062,2015-11-15,14.9
Spring 2015,23090,2015-11-15,
Spring 2015,86338,2015-11-15,13.0
Spring 2015,14015,2015-11-15,22.3
Spring 2015,70351,2015-11-15,10.7
Spring 2015,40913,2015-11-15,19.7
Spring 2015,94029,2015-11-15,6.2
Spring 2015,9225,2015-11-15,19.8
Spring 2015,66062,2015-11-16,14.3
Spring 2015,23090,2015-11-16,
Spring 2015,86338,2015-11-16,11.4
Spring 2015,14015,2015-11-16,25.7
Spring 2015,70351,2015-11-16,4.9
Spring 2015,40913,2015-11-16,17.9
Spring 2015,94029,2015-11-16,8.5
Spring 2015,9225,2015-11-16,15.1
Spring 2015,66062,2015-11-17,14.4
Spring 2015,23090,2015-11-17,14.3
Spring 2015,86338,2015-11-17,15.7
Spring 2015,14015,2015-11-17,24.5
Spring 2015,70351,2015-11-17,7.0
Spring 2015,40913,2015-11-17,16.5
Spring 2015,94029,2015-11-17,13.3
Spring 2015,9225,2015-11-17,14.9
Spring 2015,66062,2015-11-18,17.4
Spring 2015,23090,2015-11-18,17.3
Spring 2015,86338,2015-11-18,14.7
Spring 2015,14015,2015-11-18,26.9
Spring 2015,70351,2015-11-18,9.6
Spring 2015,40913,2015-11-18,16.1
Spring 2015,94029,2015-11-18,12.2
Spring 2015,9225,2015-11-18,16.6
Spring 2015,66062,2015-11-19,18.8
Spring 2015,23090,2015-11-19,22.4
Spring 2015,86338,2015-11-19,21.0
Spring 2015,14015,2015-11-19,25.1
Spring 2015,70351,2015-11-19,10.6
Spring 2015,40913,2015-11-19,17.2
Spring 2015,94029,2015-11-19,12.4
Spring 2015,9225,2015-11-19,12.6
Spring 2015,66062,2015-11-20,21.4
Spring 2015,23090,2015-11-20,18.4
Spring 2015,86338,2015-11-20,15.4
Spring 2015,14015,2015-11-20,22.7
Spring 2015,70351,2015-11-20,13.1
Spring 2015,40913,2015-11-20,18.7
Spring 2015,94029,2015-11-20,14.1
Spring 2015,9225,2015-11-20,13.1
Spring 2015,66062,2015-11-21,20.0
Spring 2015,23090,2015-11-21,
Spring 2015,86338,2015-11-21,12.2
Spring 2015,14015,2015-11-21,26.5
Spring 2015,70351,2015-11-21,15.2
Spring 2015,40913,2015-11-21,19.9
Spring 2015,94029,2015-11-21,11.9
Spring 2015,9225,2015-11-21,15.9
Spring 2015,66062,2015-11-22,19.0
Spring 2015,23090,2015-11-22,10.3
Spring 2015,86338,2015-11-22,13.7
Spring 2015,14015,2015-11-22,25.6
Spring 2015,70351,2015-11-22,13.5
Spring 2015,40913,2015-11-22,22.4
Spring 2015,94029,2015-11-22,11.8
Spring 2015,9225,2015-11-22,22.8
Spring 2015,66062,2015-11-23,17.1
Spring 2015,23090,2015-11-23,13.9
Spring 2015,86338,2015-11-23,13.8
Spring 2015,14015,2015-11-23,25.8
Spring 2015,70351,2015-11-23,8.0
Spring 2015,40913,2015-11-23,22.0
Spring 2015,94029,2015-11-23,13.7
Spring 2015,9225,2015-11-23,17.8
Spring 2015,66062,2015-11-24,18.7
Spring 2015,23090,2015-11-24,10.6
Spring 2015,86338,2015-11-24,13.6
Spring 2015,14015,2015-11-24,28.2
Spring 2015,70351,2015-11-24,6.9
Spring 2015,40913,2015-11-24,20.2
Spring 2015,94029,2015-11-24,14.4
Spring 2015,9225,2015-11-24,16.9
Spring 2015,66062,2015-11-25,17.3
Spring 2015,23090,2015-11-25,16.0
Spring 2015,86338,2015-11-25,13.5
Spring 2015,14015,2015-11-25,26.6
Spring 2015,70351,2015-11-25,5.2
Spring 2015,40913,2015-11-25,23.3
Spring 2015,94029,2015-11-25,14.2
Spring 2015,9225,2015-11-25,14.9
Spring 2015,66062,2015-11-26,23.5
Spring 2015,23090,2015-11-26,12.3
Spring 2015,86338,2015-11-26,10.7
Spring 2015,14015,2015-11-26,28.1
Spring 2015,70351,2015-11-26,20.5
Spring 2015,40913,2015-11-26,21.6
Spring 2015,94029,2015-11-26,8.9
Spring 2015,9225,2015-11-26,14.6
Spring 2015,66062,2015-11-27,16.5
Spring 2015,23090,2015-11-27,8.4
Spring 2015,86338,2015-11-27,9.0
Spring 2015,14015,2015-11-27,23.5
Spring 2015,70351,2015-11-27,0.5
Spring 2015,40913,2015-11-27,23.5
Spring 2015,94029,2015-11-27,4.8
Spring 2015,9225,2015-11-27,16.0
Spring 2015,66062,2015-11-28,20.0
Spring 2015,23090,2015-11-28,9.8
Spring 2015,86338,2015-11-28,12.0
Spring 2015,14015,2015-11-28,25.2
Spring 2015,70351,2015-11-28,9.2
Spring 2015,40913,2015-11-28,23.1
Spring 2015,94029,2015-11-28,11.4
Spring 2015,9225,2015-11-28,17.2
Spring 2015,66062,2015-11-29,19.9
Spring 2015,23090,2015-11-29,12.6
Spring 2015,86338,2015-11-29,12.6
Spring 2015,14015,2015-11-29,25.8
Spring 2015,70351,2015-11-29,15.9
Spring 2015,40913,2015-11-29,24.1
Spring 2015,94029,2015-11-29,11.9
Spring 2015,9225,2015-11-29,14.9
Spring 2015,66062,2015-11-30,18.2
Spring 2015,23090,2015-11-30,20.3
Spring 2015,86338,2015-11-30,10.0
Spring 2015,14015,2015-11-30,26.1
Spring 2015,70351,2015-11-30,7.9
Spring 2015,40913,2015-11-30,20.6
Spring 2015,94029,2015-11-30,12.1
Spring 2015,9225,2015-11-30,13.4
Summer 2015-2016,66062,2015-12-01,19.0
Summer 2015-2016,23090,2015-12-01,14.8
Summer 2015-2016,86338,2015-12-01,14.5
Summer 2015-2016,14015,2015-12-01,25.1
Summer 2015-2016,70351,2015-12-01,10.4
Summer 2015-2016,40913,2015-12-01,22.1
Summer 2015-2016,94029,2015-12-01,13.3
Summer 2015-2016,9225,2015-12-01,14.2
Summer 2015-2016,66062,2015-12-02,19.2
Summer 2015-2016,23090,2015-12-02,7.9
Summer 2015-2016,86338,2015-12-02,9.2
Summer 2015-2016,14015,2015-12-02,23.9
Summer 2015-2016,70351,2015-12-02,12.0
Summer 2015-2016,40913,2015-12-02,23.8
Summer 2015-2016,94029,2015-12-02,8.5
Summer 2015-2016,9225,2015-12-02,15.8
Summer 2015-2016,66062,2015-12-03,17.1
Summer 2015-2016,23090,2015-12-03,9.9
Summer 2015-2016,86338,2015-12-03,12.2
Summer 2015-2016,14015,2015-12-03,25.6
Summer 2015-2016,70351,2015-12-03,6.6
Summer 2015-2016,40913,2015-12-03,21.2
Summer 2015-2016,94029,2015-12-03,12.7
Summer 2015-2016,9225,2015-12-03,21.0
Summer 2015-2016,66062,2015-12-04,14.6
Summer 2015-2016,23090,2015-12-04,15.0
Summer 2015-2016,86338,2015-12-04,11.3
Summer 2015-2016,14015,2015-12-04,26.2
Summer 2015-2016,70351,2015-12-04,7.8
Summer 2015-2016,40913,2015-12-04,17.3
Summer 2015-2016,94029,2015-12-04,10.1
Summer 2015-2016,9225,2015-12-04,16.5
Summer 2015-2016,66062,2015-12-05,15.5
Summer 2015-2016,23090,2015-12-05,20.7
Summer 2015-2016,86338,2015-12-05,15.5
Summer 2015-2016,14015,2015-12-05,26.5
Summer 2015-2016,70351,2015-12-05,8.1
Summer 2015-2016,40913,2015-12-05,16.9
Summer 2015-2016,94029,2015-12-05,11.5
Summer 2015-2016,9225,2015-12-05,12.6
Summer 2015-2016,66062,2015-12-06,16.6
Summer 2015-2016,23090,2015-12-06,26.6
Summer 2015-2016,86338,2015-12-06,15.3
Summer 2015-2016,14015,2015-12-06,25.6
Summer 2015-2016,70351,2015-12-06,11.2
Summer 2015-2016,40913,2015-12-06,17.5
Summer 2015-2016,94029,2015-12-06,9.5
Summer 2015-2016,9225,2015-12-06,14.7
Summer 2015-2016,66062,2015-12-07,18.8
Summer 2015-2016,23090,2015-12-07,30.7
Summer 2015-2016,86338,2015-12-07,18.9
Summer 2015-2016,14015,2015-12-07,27.0
Summer 2015-2016,70351,2015-12-07,15.7
Summer 2015-2016,40913,2015-12-07,18.0
Summer 2015-2016,94029,2015-12-07,11.0
Summer 2015-2016,9225,2015-12-07,15.0
Summer 2015-2016,66062,2015-12-08,20.9
Summer 2015-2016,23090,2015-12-08,18.4
Summer 2015-2016,86338,2015-12-08,20.8
Summer 2015-2016,14015,2015-12-08,26.1
Summer 2015-2016,70351,2015-12-08,16.8
Summer 2015-2016,40913,2015-12-08,18.3
Summer 2015-2016,94029,2015-12-08,13.7
Summer 2015-2016,9225,2015-12-08,10.2
Summer 2015-2016,66062,2015-12-09,21.3
Summer 2015-2016,23090,2015-12-09,17.7
Summer 2015-2016,86338,2015-12-09,15.4
Summer 2015-2016,14015,2015-12-09,23.6
Summer 2015-2016,70351,2015-12-09,17.2
Summer 2015-2016,40913,2015-12-09,20.7
Summer 2015-2016,94029,2015-12-09,17.7
Summer 2015-2016,9225,2015-12-09,15.3
Summer 2015-2016,66062,2015-12-10,20.2
Summer 2015-2016,23090,2015-12-10,14.1
Summer 2015-2016,86338,2015-12-10,13.1
Summer 2015-2016,14015,2015-12-10,25.8
Summer 2015-2016,70351,2015-12-10,12.2
Summer 2015-2016,40913,2015-12-10,23.1
Summer 2015-2016,94029,2015-12-10,11.4
Summer 2015-2016,9225,2015-12-10,14.3
Summer 2015-2016,66062,2015-12-11,21.5
Summer 2015-2016,23090,2015-12-11,14.4
Summer 2015-2016,86338,2015-12-11,14.2
Summer 2015-2016,14015,2015-12-11,25.7
Summer 2015-2016,70351,2015-12-11,10.8
Summer 2015-2016,40913,2015-12-11,20.0
Summer 2015-2016,94029,2015-12-11,12.9
Summer 2015-2016,9225,2015-12-11,15.9
Summer 2015-2016,66062,2015-12-12,18.4
Summer 2015-2016,23090,2015-12-12,
Summer 2015-2016,86338,2015-12-12,10.1
Summer 2015-2016,14015,2015-12-12,25.2
Summer 2015-2016,70351,2015-12-12,3.8
Summer 2015-2016,40913,2015-12-12,21.8
Summer 2015-2016,94029,2015-12-12,5.0
Summer 2015-2016,9225,2015-12-12,16.9
Summer 2015-2016,66062,2015-12-13,18.2
Summer 2015-2016,23090,2015-12-13,
Summer 2015-2016,86338,2015-12-13,10.3
Summer 2015-2016,14015,2015-12-13,27.2
Summer 2015-2016,70351,2015-12-13,7.3
Summer 2015-2016,40913,2015-12-13,19.7
Summer 2015-2016,94029,2015-12-13,11.3
Summer 2015-2016,9225,2015-12-13,17.0
Summer 2015-2016,66062,2015-12-14,18.3
Summer 2015-2016,23090,2015-12-14,17.0
Summer 2015-2016,86338,2015-12-14,11.9
Summer 2015-2016,14015,2015-12-14,27.3
Summer 2015-2016,70351,2015-12-14,6.5
Summer 2015-2016,40913,2015-12-14,17.6
Summer 2015-2016,94029,2015-12-14,10.4
Summer 2015-2016,9225,2015-12-14,14.9
Summer 2015-2016,66062,2015-12-15,20.6
Summer 2015-2016,23090,2015-12-15,22.0
Summer 2015-2016,86338,2015-12-15,14.4
Summer 2015-2016,14015,2015-12-15,25.1
Summer 2015-2016,70351,2015-12-15,12.4
Summer 2015-2016,40913,2015-12-15,19.8
Summer 2015-2016,94029,2015-12-15,12.1
Summer 2015-2016,9225,2015-12-15,14.0
Summer 2015-2016,66062,2015-12-16,20.3
Summer 2015-2016,23090,2015-12-16,23.9
Summer 2015-2016,86338,2015-12-16,15.6
Summer 2015-2016,14015,2015-12-16,25.3
Summer 2015-2016,70351,2015-12-16,13.1
Summer 2015-2016,40913,2015-12-16,21.9
Summer 2015-2016,94029,2015-12-16,14.9
Summer 2015-2016,9225,2015-12-16,16.6
Summer 2015-2016,66062,2015-12-17,16.6
Summer 2015-2016,23090,2015-12-17,24.5
Summer 2015-2016,86338,2015-12-17,16.9
Summer 2015-2016,14015,2015-12-17,24.6
Summer 2015-2016,70351,2015-12-17,10.4
Summer 2015-2016,40913,2015-12-17,19.8
Summer 2015-2016,94029,2015-12-17,15.4
Summer 2015-2016,9225,2015-12-17,16.7
Summer 2015-2016,66062,2015-12-18,19.0
Summer 2015-2016,23090,2015-12-18,23.7
Summer 2015-2016,86338,2015-12-18,19.4
Summer 2015-2016,14015,2015-12-18,26.0
Summer 2015-2016,70351,2015-12-18,13.6
Summer 2015-2016,40913,2015-12-18,18.7
Summer 2015-2016,94029,2015-12-18,15.4
Summer 2015-2016,9225,2015-12-18,16.9
Summer 2015-2016,66062,2015-12-19,20.3
Summer 2015-2016,23090,2015-12-19,
Summer 2015-2016,86338,2015-12-19,19.2
Summer 2015-2016,14015,2015-12-19,24.9
Summer 2015-2016,70351,2015-12-19,15.4
Summer 2015-2016,40913,2015-12-19,18.4
Summer 2015-2016,94029,2015-12-19,15.3
Summer 2015-2016,9225,2015-12-19,14.8
Summer 2015-2016,66062,2015-12-20,19.9
Summer 2015-2016,23090,2015-12-20,
Summer 2015-2016,86338,2015-12-20,25.9
Summer 2015-2016,14015,2015-12-20,
Summer 2015-2016,70351,2015-12-20,16.2
Summer 2015-2016,40913,2015-12-20,18.8
Summer 2015-2016,94029,2015-12-20,19.4
Summer 2015-2016,9225,2015-12-20,15.6
Summer 2015-2016,66062,2015-12-21,23.6
Summer 2015-2016,23090,2015-12-21,
Summer 2015-2016,86338,2015-12-21,15.0
Summer 2015-2016,14015,2015-12-21,
Summer 2015-2016,70351,2015-12-21,19.3
Summer 2015-2016,40913,2015-12-21,21.9
Summer 2015-2016,94029,2015-12-21,12.7
Summer 2015-2016,9225,2015-12-21,17.3
Summer 2015-2016,66062,2015-12-22,17.7
Summer 2015-2016,23090,2015-12-22,14.2
Summer 2015-2016,86338,2015-12-22,12.0
Summer 2015-2016,14015,2015-12-22,
Summer 2015-2016,70351,2015-12-22,14.0
Summer 2015-2016,40913,2015-12-22,21.6
Summer 2015-2016,94029,2015-12-22,7.7
Summer 2015-2016,9225,2015-12-22,21.0
Summer 2015-2016,66062,2015-12-23,17.8
Summer 2015-2016,23090,2015-12-23,16.8
Summer 2015-2016,86338,2015-12-23,15.1
Summer 2015-2016,14015,2015-12-23,
Summer 2015-2016,70351,2015-12-23,13.6
Summer 2015-2016,40913,2015-12-23,20.8
Summer 2015-2016,94029,2015-12-23,11.7
Summer 2015-2016,9225,2015-12-23,22.2
Summer 2015-2016,66062,2015-12-24,16.9
Summer 2015-2016,23090,2015-12-24,18.1
Summer 2015-2016,86338,2015-12-24,16.7
Summer 2015-2016,14015,2015-12-24,
Summer 2015-2016,70351,2015-12-24,10.9
Summer 2015-2016,40913,2015-12-24,20.8
Summer 2015-2016,94029,2015-12-24,12.6
Summer 2015-2016,9225,2015-12-24,18.2
Summer 2015-2016,66062,2015-12-25,17.5
Summer 2015-2016,23090,2015-12-25,24.8
Summer 2015-2016,86338,2015-12-25,22.4
Summer 2015-2016,14015,2015-12-25,24.5
Summer 2015-2016,70351,2015-12-25,9.2
Summer 2015-2016,40913,2015-12-25,19.7
Summer 2015-2016,94029,2015-12-25,17.5
Summer 2015-2016,9225,2015-12-25,13.3
Summer 2015-2016,66062,2015-12-26,18.8
Summer 2015-2016,23090,2015-12-26,14.7
Summer 2015-2016,86338,2015-12-26,12.6
Summer 2015-2016,14015,2015-12-26,25.1
Summer 2015-2016,70351,2015-12-26,11.4
Summer 2015-2016,40913,2015-12-26,19.0
Summer 2015-2016,94029,2015-12-26,12.6
Summer 2015-2016,9225,2015-12-26,14.7
Summer 2015-2016,66062,2015-12-27,16.7
Summer 2015-2016,23090,2015-12-27,11.4
Summer 2015-2016,86338,2015-12-27,11.9
Summer 2015-2016,14015,2015-12-27,23.4
Summer 2015-2016,70351,2015-12-27,11.0
Summer 2015-2016,40913,2015-12-27,23.6
Summer 2015-2016,94029,2015-12-27,
Summer 2015-2016,9225,2015-12-27,15.3
Summer 2015-2016,66062,2015-12-28,15.3
Summer 2015-2016,23090,2015-12-28,16.0
Summer 2015-2016,86338,2015-12-28,12.8
Summer 2015-2016,14015,2015-12-28,24.1
Summer 2015-2016,70351,2015-12-28,6.4
Summer 2015-2016,40913,2015-12-28,20.1
Summer 2015-2016,94029,2015-12-28,
Summer 2015-2016,9225,2015-12-28,18.7
Summer 2015-2016,66062,2015-12-29,15.4
Summer 2015-2016,23090,2015-12-29,17.0
Summer 2015-2016,86338,2015-12-29,12.4
Summer 2015-2016,14015,2015-12-29,27.6
Summer 2015-2016,70351,2015-12-29,9.2
Summer 2015-2016,40913,2015-12-29,18.5
Summer 2015-2016,94029,2015-12-29,11.0
Summer 2015-2016,9225,2015-12-29,19.3
Summer 2015-2016,66062,2015-12-30,15.0
Summer 2015-2016,23090,2015-12-30,21.5
Summer 2015-2016,86338,2015-12-30,13.9
Summer 2015-2016,14015,2015-12-30,25.4
Summer 2015-2016,70351,2015-12-30,9.4
Summer 2015-2016,40913,2015-12-30,19.1
Summer 2015-2016,94029,2015-12-30,12.8
Summer 2015-2016,9225,2015-12-30,20.6
Summer 2015-2016,66062,2015-12-31,17.4
Summer 2015-2016,23090,2015-12-31,20.7
Summer 2015-2016,86338,2015-12-31,21.8
Summer 2015-2016,14015,2015-12-31,27.9
Summer 2015-2016,70351,2015-12-31,11.4
Summer 2015-2016,40913,2015-12-31,19.4
Summer 2015-2016,94029,2015-12-31,14.7
Summer 2015-2016,9225,2015-12-31,17.7
Summer 2015-2016,66062,2016-01-01,17.9
Summer 2015-2016,23090,2016-01-01,21.7
Summer 2015-2016,86338,2016-01-01,19.8
Summer 2015-2016,14015,2016-01-01,27.4
Summer 2015-2016,70351,2016-01-01,15.0
Summer 2015-2016,40913,2016-01-01,19.1
Summer 2015-2016,94029,2016-01-01,17.3
Summer 2015-2016,9225,2016-01-01,17.1
Summer 2015-2016,66062,2016-01-02,18.0
Summer 2015-2016,23090,2016-01-02,17.1
Summer 2015-2016,86338,2016-01-02,17.1
Summer 2015-2016,14015,2016-01-02,27.5
Summer 2015-2016,70351,2016-01-02,16.2
Summer 2015-2016,40913,2016-01-02,18.5
Summer 2015-2016,94029,2016-01-02,13.9
Summer 2015-2016,9225,2016-01-02,21.9
Summer 2015-2016,66062,2016-01-03,20.2
Summer 2015-2016,23090,2016-01-03,15.5
Summer 2015-2016,86338,2016-01-03,17.5
Summer 2015-2016,14015,2016-01-03,27.3
Summer 2015-2016,70351,2016-01-03,15.1
Summer 2015-2016,40913,2016-01-03,21.0
Summer 2015-2016,94029,2016-01-03,12.7
Summer 2015-2016,9225,2016-01-03,23.1
Summer 2015-2016,66062,2016-01-04,18.6
Summer 2015-2016,23090,2016-01-04,18.0
Summer 2015-2016,86338,2016-01-04,16.3
Summer 2015-2016,14015,2016-01-04,27.6
Summer 2015-2016,70351,2016-01-04,14.2
Summer 2015-2016,40913,2016-01-04,18.5
Summer 2015-2016,94029,2016-01-04,10.4
Summer 2015-2016,9225,2016-01-04,23.4
Summer 2015-2016,66062,2016-01-05,17.8
Summer 2015-2016,23090,2016-01-05,17.1
Summer 2015-2016,86338,2016-01-05,17.1
Summer 2015-2016,14015,2016-01-05,27.4
Summer 2015-2016,70351,2016-01-05,14.0
Summer 2015-2016,40913,2016-01-05,20.6
Summer 2015-2016,94029,2016-01-05,14.3
Summer 2015-2016,9225,2016-01-05,20.4
Summer 2015-2016,66062,2016-01-06,17.0
Summer 2015-2016,23090,2016-01-06,17.5
Summer 2015-2016,86338,2016-01-06,17.3
Summer 2015-2016,14015,2016-01-06,27.2
Summer 2015-2016,70351,2016-01-06,13.7
Summer 2015-2016,40913,2016-01-06,
Summer 2015-2016,94029,2016-01-06,15.1
Summer 2015-2016,9225,2016-01-06,19.9
Summer 2015-2016,66062,2016-01-07,16.5
Summer 2015-2016,23090,2016-01-07,17.4
Summer 2015-2016,86338,2016-01-07,16.3
Summer 2015-2016,14015,2016-01-07,28.2
Summer 2015-2016,70351,2016-01-07,10.6
Summer 2015-2016,40913,2016-01-07,21.6
Summer 2015-2016,94029,2016-01-07,14.1
Summer 2015-2016,9225,2016-01-07,21.7
Summer 2015-2016,66062,2016-01-08,
Summer 2015-2016,23090,2016-01-08,
Summer 2015-2016,86338,2016-01-08,
Summer 2015-2016,14015,2016-01-08,
Summer 2015-2016,70351,2016-01-08,
Summer 2015-2016,40913,2016-01-08,
Summer 2015-2016,94029,2016-01-08,
Summer 2015-2016,9225,2016-01-08,
Summer 2015-2016,66062,2016-01-09,18.5
Summer 2015-2016,23090,2016-01-09,16.3
Summer 2015-2016,86338,2016-01-09,16.8
Summer 2015-2016,14015,2016-01-09,26.1
Summer 2015-2016,70351,2016-01-09,13.1
Summer 2015-2016,40913,2016-01-09,19.4
Summer 2015-2016,94029,2016-01-09,14.5
Summer 2015-2016,9225,2016-01-09,18.9
Summer 2015-2016,66062,2016-01-10,18.5
Summer 2015-2016,23090,2016-01-10,19.3
Summer 2015-2016,86338,2016-01-10,15.7
Summer 2015-2016,14015,2016-01-10,26.4
Summer 2015-2016,70351,2016-01-10,15.0
Summer 2015-2016,40913,2016-01-10,20.6
Summer 2015-2016,94029,2016-01-10,15.2
Summer 2015-2016,9225,2016-01-10,18.9
Summer 2015-2016,66062,2016-01-11,20.5
Summer 2015-2016,23090,2016-01-11,22.4
Summer 2015-2016,86338,2016-01-11,17.2
Summer 2015-2016,14015,2016-01-11,24.8
Summer 2015-2016,70351,2016-01-11,15.6
Summer 2015-2016,40913,2016-01-11,19.9
Summer 2015-2016,94029,2016-01-11,16.4
Summer 2015-2016,9225,2016-01-11,16.5
Summer 2015-2016,66062,2016-01-12,23.5
Summer 2015-2016,23090,2016-01-12,22.5
Summer 2015-2016,86338,2016-01-12,17.1
Summer 2015-2016,14015,2016-01-12,27.3
Summer 2015-2016,70351,2016-01-12,18.7
Summer 2015-2016,40913,2016-01-12,22.3
Summer 2015-2016,94029,2016-01-12,13.3
Summer 2015-2016,9225,2016-01-12,18.6
Summer 2015-2016,66062,2016-01-13,21.3
Summer 2015-2016,23090,2016-01-13,23.2
Summer 2015-2016,86338,2016-01-13,16.8
Summer 2015-2016,14015,2016-01-13,25.2
Summer 2015-2016,70351,2016-01-13,13.2
Summer 2015-2016,40913,2016-01-13,21.8
Summer 2015-2016,94029,2016-01-13,14.5
Summer 2015-2016,9225,2016-01-13,15.3
Summer 2015-2016,66062,2016-01-14,22.7
Summer 2015-2016,23090,2016-01-14,17.3
Summer 2015-2016,86338,2016-01-14,16.1
Summer 2015-2016,14015,2016-01-14,25.3
Summer 2015-2016,70351,2016-01-14,21.8
Summer 2015-2016,40913,2016-01-14,20.3
Summer 2015-2016,94029,2016-01-14,15.2
Summer 2015-2016,9225,2016-01-14,15.9
Summer 2015-2016,66062,2016-01-15,14.3
Summer 2015-2016,23090,2016-01-15,13.5
Summer 2015-2016,86338,2016-01-15,13.6
Summer 2015-2016,14015,2016-01-15,25.6
Summer 2015-2016,70351,2016-01-15,9.6
Summer 2015-2016,40913,2016-01-15,21.9
Summer 2015-2016,94029,2016-01-15,9.8
Summer 2015-2016,9225,2016-01-15,19.1
Summer 2015-2016,66062,2016-01-16,15.9
Summer 2015-2016,23090,2016-01-16,15.8
Summer 2015-2016,86338,2016-01-16,11.9
Summer 2015-2016,14015,2016-01-16,26.3
Summer 2015-2016,70351,2016-01-16,5.5
Summer 2015-2016,40913,2016-01-16,18.7
Summer 2015-2016,94029,2016-01-16,10.9
Summer 2015-2016,9225,2016-01-16,21.2
Summer 2015-2016,66062,2016-01-17,16.0
Summer 2015-2016,23090,2016-01-17,15.9
Summer 2015-2016,86338,2016-01-17,14.9
Summer 2015-2016,14015,2016-01-17,25.6
Summer 2015-2016,70351,2016-01-17,7.4
Summer 2015-2016,40913,2016-01-17,18.0
Summer 2015-2016,94029,2016-01-17,15.2
Summer 2015-2016,9225,2016-01-17,19.9
Summer 2015-2016,66062,2016-01-18,16.7
Summer 2015-2016,23090,2016-01-18,19.0
Summer 2015-2016,86338,2016-01-18,19.0
Summer 2015-2016,14015,2016-01-18,26.1
Summer 2015-2016,70351,2016-01-18,11.9
Summer 2015-2016,40913,2016-01-18,19.7
Summer 2015-2016,94029,2016-01-18,15.5
Summer 2015-2016,9225,2016-01-18,18.2
Summer 2015-2016,66062,2016-01-19,19.2
Summer 2015-2016,23090,2016-01-19,21.7
Summer 2015-2016,86338,2016-01-19,17.9
Summer 2015-2016,14015,2016-01-19,26.3
Summer 2015-2016,70351,2016-01-19,11.3
Summer 2015-2016,40913,2016-01-19,18.4
Summer 2015-2016,94029,2016-01-19,15.8
Summer 2015-2016,9225,2016-01-19,13.9
Summer 2015-2016,66062,2016-01-20,21.9
Summer 2015-2016,23090,2016-01-20,24.3
Summer 2015-2016,86338,2016-01-20,19.0
Summer 2015-2016,14015,2016-01-20,26.4
Summer 2015-2016,70351,2016-01-20,14.1
Summer 2015-2016,40913,2016-01-20,19.3
Summer 2015-2016,94029,2016-01-20,14.4
Summer 2015-2016,9225,2016-01-20,14.6
Summer 2015-2016,66062,2016-01-21,23.6
Summer 2015-2016,23090,2016-01-21,23.8
Summer 2015-2016,86338,2016-01-21,19.3
Summer 2015-2016,14015,2016-01-21,26.7
Summer 2015-2016,70351,2016-01-21,14.9
Summer 2015-2016,40913,2016-01-21,21.7
Summer 2015-2016,94029,2016-01-21,12.8
Summer 2015-2016,9225,2016-01-21,16.8
Summer 2015-2016,66062,2016-01-22,22.8
Summer 2015-2016,23090,2016-01-22,21.5
Summer 2015-2016,86338,2016-01-22,17.5
Summer 2015-2016,14015,2016-01-22,24.2
Summer 2015-2016,70351,2016-01-22,18.7
Summer 2015-2016,40913,2016-01-22,21.3
Summer 2015-2016,94029,2016-01-22,12.5
Summer 2015-2016,9225,2016-01-22,16.7
Summer 2015-2016,66062,2016-01-23,22.3
Summer 2015-2016,23090,2016-01-23,18.7
Summer 2015-2016,86338,2016-01-23,16.7
Summer 2015-2016,14015,2016-01-23,26.3
Summer 2015-2016,70351,2016-01-23,17.2
Summer 2015-2016,40913,2016-01-23,23.2
Summer 2015-2016,94029,2016-01-23,14.0
Summer 2015-2016,9225,2016-01-23,17.3
Summer 2015-2016,66062,2016-01-24,20.8
Summer 2015-2016,23090,2016-01-24,15.2
Summer 2015-2016,86338,2016-01-24,16.2
Summer 2015-2016,14015,2016-01-24,22.3
Summer 2015-2016,70351,2016-01-24,16.5
Summer 2015-2016,40913,2016-01-24,21.1
Summer 2015-2016,94029,2016-01-24,16.1
Summer 2015-2016,9225,2016-01-24,19.2
Summer 2015-2016,66062,2016-01-25,21.6
Summer 2015-2016,23090,2016-01-25,15.5
Summer 2015-2016,86338,2016-01-25,17.2
Summer 2015-2016,14015,2016-01-25,25.4
Summer 2015-2016,70351,2016-01-25,17.1
Summer 2015-2016,40913,2016-01-25,21.9
Summer 2015-2016,94029,2016-01-25,12.2
Summer 2015-2016,9225,2016-01-25,20.8
Summer 2015-2016,66062,2016-01-26,21.6
Summer 2015-2016,23090,2016-01-26,17.5
Summer 2015-2016,86338,2016-01-26,16.5
Summer 2015-2016,14015,2016-01-26,26.7
Summer 2015-2016,70351,2016-01-26,15.1
Summer 2015-2016,40913,2016-01-26,23.0
Summer 2015-2016,94029,2016-01-26,14.0
Summer 2015-2016,9225,2016-01-26,21.1
Summer 2015-2016,66062,2016-01-27,20.8
Summer 2015-2016,23090,2016-01-27,21.5
Summer 2015-2016,86338,2016-01-27,20.0
Summer 2015-2016,14015,2016-01-27,28.3
Summer 2015-2016,70351,2016-01-27,17.3
Summer 2015-2016,40913,2016-01-27,20.6
Summer 2015-2016,94029,2016-01-27,13.6
Summer 2015-2016,9225,2016-01-27,21.5
Summer 2015-2016,66062,2016-01-28,21.4
Summer 2015-2016,23090,2016-01-28,18.3
Summer 2015-2016,86338,2016-01-28,20.3
Summer 2015-2016,14015,2016-01-28,27.4
Summer 2015-2016,70351,2016-01-28,15.4
