season,station_number,valid_15z_date,lead_day,MinT,abs_err
Summer 2015-2016,70351,2016-02-26,2,17.6,1.6000000000000014
Summer 2015-2016,70351,2016-02-27,2,14.9,0.3000000000000007
Summer 2015-2016,70351,2016-02-28,2,14.4,1.5999999999999996
Summer 2015-2016,70351,2016-02-29,2,14.8,3.0
Summer 2015-2016,40913,2015-12-01,2,21.8,0.3000000000000007
Summer 2015-2016,40913,2015-12-02,2,22.5,1.3000000000000007
Summer 2015-2016,40913,2015-12-03,2,20.7,0.5
Summer 2015-2016,40913,2015-12-04,2,18.7,1.3999999999999986
Summer 2015-2016,40913,2015-12-05,2,18.0,1.1000000000000014
Summer 2015-2016,40913,2015-12-06,2,17.8,0.3000000000000007
Summer 2015-2016,40913,2015-12-07,2,18.6,0.6000000000000014
Summer 2015-2016,40913,2015-12-08,2,19.8,1.5
Summer 2015-2016,40913,2015-12-09,2,20.5,0.1999999999999993
Summer 2015-2016,40913,2015-12-10,2,21.1,2.0
Summer 2015-2016,40913,2015-12-11,2,21.4,1.3999999999999986
Summer 2015-2016,40913,2015-12-12,2,,
Summer 2015-2016,40913,2015-12-13,2,20.4,0.6999999999999993
Summer 2015-2016,40913,2015-12-14,2,18.8,1.1999999999999993
Summer 2015-2016,40913,2015-12-15,2,20.2,0.3999999999999986
Summer 2015-2016,40913,2015-12-16,2,20.1,1.7999999999999972
Summer 2015-2016,40913,2015-12-17,2,20.4,0.5999999999999979
Summer 2015-2016,40913,2015-12-18,2,19.5,0.8000000000000007
Summer 2015-2016,40913,2015-12-19,2,18.7,0.3000000000000007
Summer 2015-2016,40913,2015-12-20,2,20.1,1.3000000000000007
Summer 2015-2016,40913,2015-12-21,2,20.5,1.3999999999999986
Summer 2015-2016,40913,2015-12-22,2,,
Summer 2015-2016,40913,2015-12-23,2,20.8,0.0
Summer 2015-2016,40913,2015-12-24,2,21.2,0.3999999999999986
Summer 2015-2016,40913,2015-12-25,2,20.4,0.6999999999999993
Summer 2015-2016,40913,2015-12-26,2,20.3,1.3000000000000007
Summer 2015-2016,40913,2015-12-27,2,21.9,1.7000000000000028
Summer 2015-2016,40913,2015-12-28,2,20.2,0.09999999999999787
Summer 2015-2016,40913,2015-12-29,2,18.6,0.10000000000000142
Summer 2015-2016,40913,2015-12-30,2,,
Summer 2015-2016,40913,2015-12-31,2,19.6,0.20000000000000284
Summer 2015-2016,40913,2016-01-01,2,18.7,0.40000000000000213
Summer 2015-2016,40913,2016-01-02,2,,
Summer 2015-2016,40913,2016-01-03,2,20.3,0.6999999999999993
Summer 2015-2016,40913,2016-01-04,2,20.3,1.8000000000000007
Summer 2015-2016,40913,2016-01-05,2,20.3,0.3000000000000007
Summer 2015-2016,40913,2016-01-06,2,20.6,
Summer 2015-2016,40913,2016-01-07,2,20.7,0.9000000000000021
Summer 2015-2016,40913,2016-01-08,2,20.1,
Summer 2015-2016,40913,2016-01-09,2,19.3,0.09999999999999787
Summer 2015-2016,40913,2016-01-10,2,19.4,1.2000000000000028
Summer 2015-2016,40913,2016-01-11,2,20.1,0.20000000000000284
Summer 2015-2016,40913,2016-01-12,2,20.0,2.3000000000000007
Summer 2015-2016,40913,2016-01-13,2,21.0,0.8000000000000007
Summer 2015-2016,40913,2016-01-14,2,20.5,0.1999999999999993
Summer 2015-2016,40913,2016-01-15,2,20.6,1.2999999999999972
Summer 2015-2016,40913,2016-01-16,2,19.7,1.0
Summer 2015-2016,40913,2016-01-17,2,19.2,1.1999999999999993
Summer 2015-2016,40913,2016-01-18,2,19.1,0.5999999999999979
Summer 2015-2016,40913,2016-01-19,2,19.6,1.2000000000000028
Summer 2015-2016,40913,2016-01-20,2,19.6,0.3000000000000007
Summer 2015-2016,40913,2016-01-21,2,20.1,1.5999999999999979
Summer 2015-2016,40913,2016-01-22,2,21.7,0.3999999999999986
Summer 2015-2016,40913,2016-01-23,2,23.5,0.3000000000000007
Summer 2015-2016,40913,2016-01-24,2,23.1,2.0
Summer 2015-2016,40913,2016-01-25,2,22.8,0.9000000000000021
Summer 2015-2016,40913,2016-01-26,2,22.3,0.6999999999999993
Summer 2015-2016,40913,2016-01-27,2,21.8,1.1999999999999993
Summer 2015-2016,40913,2016-01-28,2,22.3,0.8999999999999986
Summer 2015-2016,40913,2016-01-29,2,23.2,0.10000000000000142
Summer 2015-2016,40913,2016-01-30,2,24.9,1.6999999999999993
Summer 2015-2016,40913,2016-01-31,2,24.5,0.8999999999999986
Summer 2015-2016,40913,2016-02-01,2,24.7,0.09999999999999787
Summer 2015-2016,40913,2016-02-02,2,25.1,1.6000000000000014
Summer 2015-2016,40913,2016-02-03,2,23.7,0.6999999999999993
Summer 2015-2016,40913,2016-02-04,2,23.6,1.1999999999999993
Summer 2015-2016,40913,2016-02-05,2,21.7,0.0
Summer 2015-2016,40913,2016-02-06,2,20.9,1.2000000000000028
Summer 2015-2016,40913,2016-02-07,2,22.1,0.7000000000000028
Summer 2015-2016,40913,2016-02-08,2,20.7,0.8000000000000007
Summer 2015-2016,40913,2016-02-09,2,21.2,1.1999999999999993
Summer 2015-2016,40913,2016-02-10,2,21.2,0.5
Summer 2015-2016,40913,2016-02-11,2,21.4,1.0
Summer 2015-2016,40913,2016-02-12,2,21.6,0.8000000000000007
Summer 2015-2016,40913,2016-02-13,2,21.4,0.8999999999999986
Summer 2015-2016,40913,2016-02-14,2,20.2,0.10000000000000142
Summer 2015-2016,40913,2016-02-15,2,21.5,0.6000000000000014
Summer 2015-2016,40913,2016-02-16,2,21.5,0.1999999999999993
Summer 2015-2016,40913,2016-02-17,2,22.5,2.3999999999999986
Summer 2015-2016,40913,2016-02-18,2,21.8,2.8000000000000007
Summer 2015-2016,40913,2016-02-19,2,22.8,3.1999999999999993
Summer 2015-2016,40913,2016-02-20,2,23.3,1.1000000000000014
Summer 2015-2016,40913,2016-02-21,2,22.8,0.5
Summer 2015-2016,40913,2016-02-22,2,22.3,1.1000000000000014
Summer 2015-2016,40913,2016-02-23,2,22.0,1.5
Summer 2015-2016,40913,2016-02-24,2,21.5,1.3999999999999986
Summer 2015-2016,40913,2016-02-25,2,20.0,0.1999999999999993
Summer 2015-2016,40913,2016-02-26,2,20.4,0.10000000000000142
Summer 2015-2016,40913,2016-02-27,2,21.9,0.6999999999999993
Summer 2015-2016,40913,2016-02-28,2,23.1,0.10000000000000142
Summer 2015-2016,40913,2016-02-29,2,22.6,0.3999999999999986
Summer 2015-2016,94029,2015-12-01,2,14.1,0.7999999999999989
Summer 2015-2016,94029,2015-12-02,2,9.5,1.0
Summer 2015-2016,94029,2015-12-03,2,13.0,0.3000000000000007
Summer 2015-2016,94029,2015-12-04,2,11.7,1.5999999999999996
Summer 2015-2016,94029,2015-12-05,2,13.0,1.5
Summer 2015-2016,94029,2015-12-06,2,10.5,1.0
Summer 2015-2016,94029,2015-12-07,2,10.4,0.5999999999999996
Summer 2015-2016,94029,2015-12-08,2,,
Summer 2015-2016,94029,2015-12-09,2,16.0,1.6999999999999993
Summer 2015-2016,94029,2015-12-10,2,11.6,0.1999999999999993
Summer 2015-2016,94029,2015-12-11,2,11.9,1.0
Summer 2015-2016,94029,2015-12-12,2,7.6,2.5999999999999996
Summer 2015-2016,94029,2015-12-13,2,9.6,1.700000000000001
Summer 2015-2016,94029,2015-12-14,2,11.6,1.1999999999999993
Summer 2015-2016,94029,2015-12-15,2,12.9,0.8000000000000007
Summer 2015-2016,94029,2015-12-16,2,13.4,1.5
Summer 2015-2016,94029,2015-12-17,2,14.7,0.7000000000000011
Summer 2015-2016,94029,2015-12-18,2,15.0,0.40000000000000036
Summer 2015-2016,94029,2015-12-19,2,14.7,0.6000000000000014
Summer 2015-2016,94029,2015-12-20,2,20.3,0.9000000000000021
Summer 2015-2016,94029,2015-12-21,2,12.1,0.5999999999999996
Summer 2015-2016,94029,2015-12-22,2,9.8,2.1000000000000005
Summer 2015-2016,94029,2015-12-23,2,12.8,1.1000000000000014
Summer 2015-2016,94029,2015-12-24,2,13.2,0.5999999999999996
Summer 2015-2016,94029,2015-12-25,2,16.4,1.1000000000000014
Summer 2015-2016,94029,2015-12-26,2,13.9,1.3000000000000007
Summer 2015-2016,94029,2015-12-27,2,10.1,
Summer 2015-2016,94029,2015-12-28,2,11.0,
Summer 2015-2016,94029,2015-12-29,2,,
Summer 2015-2016,94029,2015-12-30,2,13.3,0.5
Summer 2015-2016,94029,2015-12-31,2,14.6,0.09999999999999964
Summer 2015-2016,94029,2016-01-01,2,16.4,0.9000000000000021
Summer 2015-2016,94029,2016-01-02,2,12.7,1.200000000000001
Summer 2015-2016,94029,2016-01-03,2,11.7,1.0
Summer 2015-2016,94029,2016-01-04,2,11.8,1.4000000000000004
Summer 2015-2016,94029,2016-01-05,2,12.7,1.6000000000000014
Summer 2015-2016,94029,2016-01-06,2,14.5,0.5999999999999996
Summer 2015-2016,94029,2016-01-07,2,13.4,0.6999999999999993
Summer 2015-2016,94029,2016-01-08,2,13.1,
Summer 2015-2016,94029,2016-01-09,2,14.6,0.09999999999999964
Summer 2015-2016,94029,2016-01-10,2,12.2,3.0
Summer 2015-2016,94029,2016-01-11,2,15.4,0.9999999999999982
Summer 2015-2016,94029,2016-01-12,2,14.3,1.0
Summer 2015-2016,94029,2016-01-13,2,14.5,0.0
Summer 2015-2016,94029,2016-01-14,2,17.8,2.6000000000000014
Summer 2015-2016,94029,2016-01-15,2,10.3,0.5
Summer 2015-2016,94029,2016-01-16,2,11.4,0.5
Summer 2015-2016,94029,2016-01-17,2,13.6,1.5999999999999996
Summer 2015-2016,94029,2016-01-18,2,15.5,0.0
Summer 2015-2016,94029,2016-01-19,2,16.3,0.5
Summer 2015-2016,94029,2016-01-20,2,,
Summer 2015-2016,94029,2016-01-21,2,12.4,0.40000000000000036
Summer 2015-2016,94029,2016-01-22,2,14.1,1.5999999999999996
Summer 2015-2016,94029,2016-01-23,2,14.7,0.6999999999999993
Summer 2015-2016,94029,2016-01-24,2,14.1,2.0000000000000018
Summer 2015-2016,94029,2016-01-25,2,13.3,1.1000000000000014
Summer 2015-2016,94029,2016-01-26,2,12.4,1.5999999999999996
Summer 2015-2016,94029,2016-01-27,2,14.0,0.40000000000000036
Summer 2015-2016,94029,2016-01-28,2,16.1,0.5000000000000018
Summer 2015-2016,94029,2016-01-29,2,17.1,0.5
Summer 2015-2016,94029,2016-01-30,2,17.4,0.0
Summer 2015-2016,94029,2016-01-31,2,17.0,0.6999999999999993
Summer 2015-2016,94029,2016-02-01,2,19.0,1.1999999999999993
Summer 2015-2016,94029,2016-02-02,2,18.4,1.2999999999999972
Summer 2015-2016,94029,2016-02-03,2,18.2,0.6999999999999993
Summer 2015-2016,94029,2016-02-04,2,12.7,2.0999999999999996
Summer 2015-2016,94029,2016-02-05,2,13.6,2.0
Summer 2015-2016,94029,2016-02-06,2,15.4,1.0999999999999996
Summer 2015-2016,94029,2016-02-07,2,16.7,0.5999999999999979
Summer 2015-2016,94029,2016-02-08,2,16.6,1.0000000000000018
Summer 2015-2016,94029,2016-02-09,2,15.3,1.6000000000000014
Summer 2015-2016,94029,2016-02-10,2,15.3,0.7000000000000011
Summer 2015-2016,94029,2016-02-11,2,14.7,0.8999999999999986
Summer 2015-2016,94029,2016-02-12,2,15.0,0.09999999999999964
Summer 2015-2016,94029,2016-02-13,2,15.9,1.799999999999999
Summer 2015-2016,94029,2016-02-14,2,13.3,0.8999999999999986
Summer 2015-2016,94029,2016-02-15,2,11.5,0.5
Summer 2015-2016,94029,2016-02-16,2,9.9,1.700000000000001
Summer 2015-2016,94029,2016-02-17,2,10.8,0.10000000000000142
Summer 2015-2016,94029,2016-02-18,2,13.6,0.0
Summer 2015-2016,94029,2016-02-19,2,13.7,0.5999999999999996
Summer 2015-2016,94029,2016-02-20,2,11.3,1.1999999999999993
Summer 2015-2016,94029,2016-02-21,2,11.6,0.40000000000000036
Summer 2015-2016,94029,2016-02-22,2,15.1,1.5000000000000018
Summer 2015-2016,94029,2016-02-23,2,15.2,0.1999999999999993
Summer 2015-2016,94029,2016-02-24,2,18.7,2.8000000000000007
Summer 2015-2016,94029,2016-02-25,2,14.9,0.40000000000000036
Summer 2015-2016,94029,2016-02-26,2,13.0,1.5999999999999996
Summer 2015-2016,94029,2016-02-27,2,14.4,0.6999999999999993
Summer 2015-2016,94029,2016-02-28,2,15.1,2.4000000000000004
Summer 2015-2016,94029,2016-02-29,2,13.4,1.5999999999999996
Summer 2015-2016,9225,2015-12-01,2,12.8,1.3999999999999986
Summer 2015-2016,9225,2015-12-02,2,17.6,1.8000000000000007
Summer 2015-2016,9225,2015-12-03,2,20.7,0.3000000000000007
Summer 2015-2016,9225,2015-12-04,2,15.3,1.1999999999999993
Summer 2015-2016,9225,2015-12-05,2,12.9,0.3000000000000007
Summer 2015-2016,9225,2015-12-06,2,13.1,1.5999999999999996
Summer 2015-2016,9225,2015-12-07,2,14.8,0.1999999999999993
Summer 2015-2016,9225,2015-12-08,2,12.3,2.1000000000000014
Summer 2015-2016,9225,2015-12-09,2,13.9,1.4000000000000004
Summer 2015-2016,9225,2015-12-10,2,13.5,0.8000000000000007
Summer 2015-2016,9225,2015-12-11,2,14.3,1.5999999999999996
Summer 2015-2016,9225,2015-12-12,2,17.3,0.40000000000000213
Summer 2015-2016,9225,2015-12-13,2,15.2,1.8000000000000007
Summer 2015-2016,9225,2015-12-14,2,14.4,0.5
Summer 2015-2016,9225,2015-12-15,2,14.5,0.5
Summer 2015-2016,9225,2015-12-16,2,15.3,1.3000000000000007
Summer 2015-2016,9225,2015-12-17,2,16.6,0.09999999999999787
Summer 2015-2016,9225,2015-12-18,2,16.1,0.7999999999999972
Summer 2015-2016,9225,2015-12-19,2,,
Summer 2015-2016,9225,2015-12-20,2,,
Summer 2015-2016,9225,2015-12-21,2,18.9,1.5999999999999979
Summer 2015-2016,9225,2015-12-22,2,23.1,2.1000000000000014
Summer 2015-2016,9225,2015-12-23,2,25.0,2.8000000000000007
Summer 2015-2016,9225,2015-12-24,2,18.9,0.6999999999999993
Summer 2015-2016,9225,2015-12-25,2,13.0,0.3000000000000007
Summer 2015-2016,9225,2015-12-26,2,15.4,0.7000000000000011
Summer 2015-2016,9225,2015-12-27,2,19.4,4.099999999999998
Summer 2015-2016,9225,2015-12-28,2,22.0,3.3000000000000007
Summer 2015-2016,9225,2015-12-29,2,22.7,3.3999999999999986
Summer 2015-2016,9225,2015-12-30,2,17.7,2.900000000000002
Summer 2015-2016,9225,2015-12-31,2,15.6,2.0999999999999996
Summer 2015-2016,9225,2016-01-01,2,16.3,0.8000000000000007
Summer 2015-2016,9225,2016-01-02,2,22.3,0.40000000000000213
Summer 2015-2016,9225,2016-01-03,2,22.3,0.8000000000000007
Summer 2015-2016,9225,2016-01-04,2,20.1,3.299999999999997
Summer 2015-2016,9225,2016-01-05,2,22.6,2.200000000000003
Summer 2015-2016,9225,2016-01-06,2,21.5,1.6000000000000014
Summer 2015-2016,9225,2016-01-07,2,22.0,0.3000000000000007
Summer 2015-2016,9225,2016-01-08,2,24.5,
Summer 2015-2016,9225,2016-01-09,2,21.3,2.400000000000002
Summer 2015-2016,9225,2016-01-10,2,18.4,0.5
Summer 2015-2016,9225,2016-01-11,2,17.8,1.3000000000000007
Summer 2015-2016,9225,2016-01-12,2,18.4,0.20000000000000284
Summer 2015-2016,9225,2016-01-13,2,15.2,0.10000000000000142
Summer 2015-2016,9225,2016-01-14,2,16.8,0.9000000000000004
Summer 2015-2016,9225,2016-01-15,2,20.2,1.0999999999999979
Summer 2015-2016,9225,2016-01-16,2,24.5,3.3000000000000007
Summer 2015-2016,9225,2016-01-17,2,20.7,0.8000000000000007
Summer 2015-2016,9225,2016-01-18,2,16.0,2.1999999999999993
Summer 2015-2016,9225,2016-01-19,2,15.0,1.0999999999999996
Summer 2015-2016,9225,2016-01-20,2,15.7,1.0999999999999996
Summer 2015-2016,9225,2016-01-21,2,16.9,0.09999999999999787
Summer 2015-2016,9225,2016-01-22,2,15.4,1.299999999999999
Summer 2015-2016,9225,2016-01-23,2,18.9,1.5999999999999979
Summer 2015-2016,9225,2016-01-24,2,20.1,0.9000000000000021
Summer 2015-2016,9225,2016-01-25,2,21.4,0.5999999999999979
Summer 2015-2016,9225,2016-01-26,2,20.3,0.8000000000000007
Summer 2015-2016,9225,2016-01-27,2,19.1,2.3999999999999986
Summer 2015-2016,9225,2016-01-28,2,17.1,0.5
Summer 2015-2016,9225,2016-01-29,2,20.4,0.8999999999999986
Summer 2015-2016,9225,2016-01-30,2,21.4,4.0
Summer 2015-2016,9225,2016-01-31,2,19.2,0.1999999999999993
Summer 2015-2016,9225,2016-02-01,2,11.8,1.9000000000000004
Summer 2015-2016,9225,2016-02-02,2,12.0,2.0
Summer 2015-2016,9225,2016-02-03,2,15.5,0.6999999999999993
Summer 2015-2016,9225,2016-02-04,2,18.9,2.5
Summer 2015-2016,9225,2016-02-05,2,19.7,4.199999999999999
Summer 2015-2016,9225,2016-02-06,2,19.2,0.09999999999999787
Summer 2015-2016,9225,2016-02-07,2,20.6,0.5
Summer 2015-2016,9225,2016-02-08,2,25.4,4.199999999999999
Summer 2015-2016,9225,2016-02-09,2,25.4,6.199999999999999
Summer 2015-2016,9225,2016-02-10,2,23.9,2.1999999999999993
Summer 2015-2016,9225,2016-02-11,2,20.4,0.3999999999999986
Summer 2015-2016,9225,2016-02-12,2,18.4,0.7000000000000028
Summer 2015-2016,9225,2016-02-13,2,17.5,1.5
Summer 2015-2016,9225,2016-02-14,2,14.9,1.700000000000001
Summer 2015-2016,9225,2016-02-15,2,,
Summer 2015-2016,9225,2016-02-16,2,21.5,1.6999999999999993
Summer 2015-2016,9225,2016-02-17,2,23.0,3.1999999999999993
Summer 2015-2016,9225,2016-02-18,2,17.6,1.0999999999999979
Summer 2015-2016,9225,2016-02-19,2,16.6,3.099999999999998
Summer 2015-2016,9225,2016-02-20,2,19.2,0.09999999999999787
Summer 2015-2016,9225,2016-02-21,2,18.6,0.3000000000000007
Summer 2015-2016,9225,2016-02-22,2,17.2,1.6000000000000014
Summer 2015-2016,9225,2016-02-23,2,13.1,0.0
Summer 2015-2016,9225,2016-02-24,2,11.7,0.8000000000000007
Summer 2015-2016,9225,2016-02-25,2,12.4,2.299999999999999
Summer 2015-2016,9225,2016-02-26,2,17.1,0.10000000000000142
Summer 2015-2016,9225,2016-02-27,2,24.2,3.3999999999999986
Summer 2015-2016,9225,2016-02-28,2,18.4,3.200000000000003
Summer 2015-2016,9225,2016-02-29,2,15.0,2.3000000000000007
Summer 2015-2016,66062,2015-12-01,3,18.7,0.3000000000000007
Summer 2015-2016,66062,2015-12-02,3,18.5,0.6999999999999993
Summer 2015-2016,66062,2015-12-03,3,16.1,1.0
Summer 2015-2016,66062,2015-12-04,3,16.6,2.0000000000000018
Summer 2015-2016,66062,2015-12-05,3,16.4,0.8999999999999986
Summer 2015-2016,66062,2015-12-06,3,17.1,0.5
Summer 2015-2016,66062,2015-12-07,3,18.6,0.1999999999999993
Summer 2015-2016,66062,2015-12-08,3,19.4,1.5
Summer 2015-2016,66062,2015-12-09,3,21.3,0.0
Summer 2015-2016,66062,2015-12-10,3,19.9,0.3000000000000007
Summer 2015-2016,66062,2015-12-11,3,19.6,1.8999999999999986
Summer 2015-2016,66062,2015-12-12,3,17.7,0.6999999999999993
Summer 2015-2016,66062,2015-12-13,3,17.3,0.8999999999999986
Summer 2015-2016,66062,2015-12-14,3,19.0,0.6999999999999993
Summer 2015-2016,66062,2015-12-15,3,19.9,0.7000000000000028
Summer 2015-2016,66062,2015-12-16,3,20.3,0.0
Summer 2015-2016,66062,2015-12-17,3,19.4,2.799999999999997
Summer 2015-2016,66062,2015-12-18,3,19.6,0.6000000000000014
Summer 2015-2016,66062,2015-12-19,3,20.0,0.3000000000000007
Summer 2015-2016,66062,2015-12-20,3,20.8,0.9000000000000021
Summer 2015-2016,66062,2015-12-21,3,23.3,0.3000000000000007
Summer 2015-2016,66062,2015-12-22,3,18.9,1.1999999999999993
Summer 2015-2016,66062,2015-12-23,3,19.2,1.3999999999999986
Summer 2015-2016,66062,2015-12-24,3,18.9,2.0
Summer 2015-2016,66062,2015-12-25,3,19.1,1.6000000000000014
Summer 2015-2016,66062,2015-12-26,3,19.5,0.6999999999999993
Summer 2015-2016,66062,2015-12-27,3,18.4,1.6999999999999993
Summer 2015-2016,66062,2015-12-28,3,18.1,2.8000000000000007
Summer 2015-2016,66062,2015-12-29,3,16.9,1.4999999999999982
Summer 2015-2016,66062,2015-12-30,3,16.8,1.8000000000000007
Summer 2015-2016,66062,2015-12-31,3,17.7,0.3000000000000007
Summer 2015-2016,66062,2016-01-01,3,17.8,0.09999999999999787
Summer 2015-2016,66062,2016-01-02,3,17.5,0.5
Summer 2015-2016,66062,2016-01-03,3,19.2,1.0
Summer 2015-2016,66062,2016-01-04,3,18.3,0.3000000000000007
Summer 2015-2016,66062,2016-01-05,3,18.3,0.5
Summer 2015-2016,66062,2016-01-06,3,18.3,1.3000000000000007
Summer 2015-2016,66062,2016-01-07,3,18.2,1.6999999999999993
Summer 2015-2016,66062,2016-01-08,3,17.2,
Summer 2015-2016,66062,2016-01-09,3,18.2,0.3000000000000007
Summer 2015-2016,66062,2016-01-10,3,19.6,1.1000000000000014
Summer 2015-2016,66062,2016-01-11,3,19.7,0.8000000000000007
Summer 2015-2016,66062,2016-01-12,3,22.2,1.3000000000000007
Summer 2015-2016,66062,2016-01-13,3,20.1,1.1999999999999993
Summer 2015-2016,66062,2016-01-14,3,22.0,0.6999999999999993
Summer 2015-2016,66062,2016-01-15,3,16.0,1.6999999999999993
Summer 2015-2016,66062,2016-01-16,3,16.5,0.5999999999999996
Summer 2015-2016,66062,2016-01-17,3,17.7,1.6999999999999993
Summer 2015-2016,66062,2016-01-18,3,18.4,1.6999999999999993
Summer 2015-2016,66062,2016-01-19,3,18.4,0.8000000000000007
Summer 2015-2016,66062,2016-01-20,3,,
Summer 2015-2016,66062,2016-01-21,3,21.7,1.9000000000000021
Summer 2015-2016,66062,2016-01-22,3,,
Summer 2015-2016,66062,2016-01-23,3,21.0,1.3000000000000007
Summer 2015-2016,66062,2016-01-24,3,20.0,0.8000000000000007
Summer 2015-2016,66062,2016-01-25,3,20.0,1.6000000000000014
Summer 2015-2016,66062,2016-01-26,3,19.9,1.7000000000000028
Summer 2015-2016,66062,2016-01-27,3,20.5,0.3000000000000007
Summer 2015-2016,66062,2016-01-28,3,19.9,1.5
Summer 2015-2016,66062,2016-01-29,3,19.8,2.599999999999998
Summer 2015-2016,66062,2016-01-30,3,20.1,0.6000000000000014
Summer 2015-2016,66062,2016-01-31,3,19.7,0.0
Summer 2015-2016,66062,2016-02-01,3,19.6,2.1999999999999993
Summer 2015-2016,66062,2016-02-02,3,19.1,2.1000000000000014
Summer 2015-2016,66062,2016-02-03,3,20.0,0.6999999999999993
Summer 2015-2016,66062,2016-02-04,3,20.2,1.0999999999999979
Summer 2015-2016,66062,2016-02-05,3,19.9,0.09999999999999787
Summer 2015-2016,66062,2016-02-06,3,20.7,0.8000000000000007
Summer 2015-2016,66062,2016-02-07,3,20.6,1.5
Summer 2015-2016,66062,2016-02-08,3,20.3,1.3000000000000007
Summer 2015-2016,66062,2016-02-09,3,20.6,0.3999999999999986
Summer 2015-2016,66062,2016-02-10,3,18.8,0.8000000000000007
Summer 2015-2016,66062,2016-02-11,3,20.5,0.1999999999999993
Summer 2015-2016,66062,2016-02-12,3,21.2,0.3000000000000007
Summer 2015-2016,66062,2016-02-13,3,20.2,0.5
Summer 2015-2016,66062,2016-02-14,3,21.0,0.10000000000000142
Summer 2015-2016,66062,2016-02-15,3,22.1,0.1999999999999993
Summer 2015-2016,66062,2016-02-16,3,20.7,0.8000000000000007
Summer 2015-2016,66062,2016-02-17,3,18.2,1.3000000000000007
Summer 2015-2016,66062,2016-02-18,3,17.8,0.5
Summer 2015-2016,66062,2016-02-19,3,20.5,0.0
Summer 2015-2016,66062,2016-02-20,3,22.1,1.0
Summer 2015-2016,66062,2016-02-21,3,21.4,0.0
Summer 2015-2016,66062,2016-02-22,3,21.2,0.3999999999999986
Summer 2015-2016,66062,2016-02-23,3,21.0,0.8000000000000007
Summer 2015-2016,66062,2016-02-24,3,22.1,1.2000000000000028
Summer 2015-2016,66062,2016-02-25,3,22.6,0.7000000000000028
Summer 2015-2016,66062,2016-02-26,3,23.5,0.3000000000000007
Summer 2015-2016,66062,2016-02-27,3,22.4,0.10000000000000142
Summer 2015-2016,66062,2016-02-28,3,21.0,0.3000000000000007
Summer 2015-2016,66062,2016-02-29,3,21.5,1.0
Summer 2015-2016,23090,2015-12-01,3,14.1,0.7000000000000011
Summer 2015-2016,23090,2015-12-02,3,9.9,2.0
Summer 2015-2016,23090,2015-12-03,3,10.6,0.6999999999999993
Summer 2015-2016,23090,2015-12-04,3,16.4,1.3999999999999986
Summer 2015-2016,23090,2015-12-05,3,21.5,0.8000000000000007
Summer 2015-2016,23090,2015-12-06,3,25.9,0.7000000000000028
Summer 2015-2016,23090,2015-12-07,3,26.1,4.599999999999998
Summer 2015-2016,23090,2015-12-08,3,20.6,2.200000000000003
Summer 2015-2016,23090,2015-12-09,3,16.2,1.5
Summer 2015-2016,23090,2015-12-10,3,12.8,1.299999999999999
Summer 2015-2016,23090,2015-12-11,3,14.1,0.3000000000000007
Summer 2015-2016,23090,2015-12-12,3,10.5,
Summer 2015-2016,23090,2015-12-13,3,13.1,
Summer 2015-2016,23090,2015-12-14,3,17.4,0.3999999999999986
Summer 2015-2016,23090,2015-12-15,3,18.9,3.1000000000000014
Summer 2015-2016,23090,2015-12-16,3,18.8,5.099999999999998
Summer 2015-2016,23090,2015-12-17,3,20.4,4.100000000000001
Summer 2015-2016,23090,2015-12-18,3,25.6,1.9000000000000021
Summer 2015-2016,23090,2015-12-19,3,27.9,
Summer 2015-2016,23090,2015-12-20,3,,
Summer 2015-2016,23090,2015-12-21,3,14.6,
Summer 2015-2016,23090,2015-12-22,3,15.9,1.700000000000001
Summer 2015-2016,23090,2015-12-23,3,17.0,0.1999999999999993
Summer 2015-2016,23090,2015-12-24,3,19.8,1.6999999999999993
Summer 2015-2016,23090,2015-12-25,3,24.4,0.40000000000000213
Summer 2015-2016,23090,2015-12-26,3,14.5,0.1999999999999993
Summer 2015-2016,23090,2015-12-27,3,12.6,1.1999999999999993
Summer 2015-2016,23090,2015-12-28,3,15.2,0.8000000000000007
Summer 2015-2016,23090,2015-12-29,3,17.8,0.8000000000000007
Summer 2015-2016,23090,2015-12-30,3,19.7,1.8000000000000007
Summer 2015-2016,23090,2015-12-31,3,24.8,4.100000000000001
Summer 2015-2016,23090,2016-01-01,3,23.2,1.5
Summer 2015-2016,23090,2016-01-02,3,17.2,0.09999999999999787
Summer 2015-2016,23090,2016-01-03,3,17.9,2.3999999999999986
Summer 2015-2016,23090,2016-01-04,3,18.5,0.5
Summer 2015-2016,23090,2016-01-05,3,18.7,1.5999999999999979
Summer 2015-2016,23090,2016-01-06,3,17.9,0.3999999999999986
Summer 2015-2016,23090,2016-01-07,3,18.6,1.2000000000000028
Summer 2015-2016,23090,2016-01-08,3,14.8,
Summer 2015-2016,23090,2016-01-09,3,,
Summer 2015-2016,23090,2016-01-10,3,18.5,0.8000000000000007
Summer 2015-2016,23090,2016-01-11,3,24.1,1.7000000000000028
Summer 2015-2016,23090,2016-01-12,3,19.1,3.3999999999999986
Summer 2015-2016,23090,2016-01-13,3,23.7,0.5
Summer 2015-2016,23090,2016-01-14,3,16.6,0.6999999999999993
Summer 2015-2016,23090,2016-01-15,3,13.8,0.3000000000000007
Summer 2015-2016,23090,2016-01-16,3,14.6,1.200000000000001
Summer 2015-2016,23090,2016-01-17,3,17.3,1.4000000000000004
